"zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes"
"00652","STANDARD","Garrochales",,"Hacienda De Garrochales, Urb Los Jardines","PR","Arecibo","America/Puerto_Rico","787","18.45","-66.6","NA","US","0","0",
"00653","STANDARD","Guanica",,"Bda Esperanza, Bo La Luna, Urb Bahia, Urb Sagrado Corazon, Urb Santa Clara, Vista Mar","PR",,,"787","17.97","-66.93","NA","US","0","0",
"00656","STANDARD","Guayanilla",,"Bda Guaydia, Bo Los Sitios, Ext Santa Elena 2, Ext Santa Elena 3, Urb La Concepcion, Urb Monte Claro, Urb San Augusto, Urb Santa Elena, Urb Santa Elena 2, Urb Santa Maria, Urb Stella, Villa Del Rio","PR",,,"787","18.02","-66.79","NA","US","0","0",
"00659","STANDARD","Hatillo",,"Alt De Hatillo, Bda Clan, Brisas De Hatillo, Colinas De Hatillo, Est De Carrizales, Est De La Ceiba, Ext San Ramon, Ext Villa Del Carmen, Parc Santa Rosa, Sect Aviles, Urb Corales De Hatillo, Urb Costa Norte, Urb Hatillo Del Mar, Urb Las Palmas, Urb Mar Azul, Valle Verde, Villa Del Carmen","PR",,,,"18.48","-66.82","NA","US","0","0",
"00660","STANDARD","Hormigueros",,"Bo Lavadero, Colinas Del Oeste, Est Del Rio, Hacienda La Monserrate, Haciendas Constancia, Parc San Romualdo, Urb Montebello, Urb Verdun, Urb Verdun Ii, Valle Hermoso, Villa Zoraida","PR",,,"787","18.14","-67.12","NA","US","0","0",
"00662","STANDARD","Isabela",,"Alt Del Mar, Bda La Mayor, Brisas Del Canal, Comunidad Capiro, Comunidad El Canon, Comunidad El Ramal, Comunidad Guanabano, Comunidad Los Pinos, Comunidad Los Ponce, Comunidad Mantilla, Comunidad Ramal, Comunidad Sonuco, Est Del Paraiso, Est Velazquez, Ext Villa Espana, Haciendas De Isabela, Jard Miramar, Mans Del Atlantico, Parc Cotto, Parc Mora Guerrero, Pradera Real, Qtas Del Atlantico, Repto Apolonio Velez Ramos, Repto Capella, Repto Duran, Repto Jerusalen, Repto Las Brisas, Repto Miraflores, Repto Monte Claro, Repto San Antonio, Repto Santa Maria, Repto Vega Badillo, Repto Villa Y Mar, Repto Yomaira, Res Lomas Del Sol, Sect Cachichuelas, Sect California, Sect Casimiro Perez, Sect La Media Cuerda, Sect La Pra, Sect Las Colinas, Sect Las Marias, Sect Las Uvas, Sect Los Toledo, Sect Pueblo Nuevo, Sect Rotarios, Sect San Antonio De La Tuna, Sect Tocones, Sect Verdum, Sect Villa Luna, Urb Costa Brava, Urb Domenech, Urb Figueroa, Urb Hau, Urb Islazul, Urb Lamela, Urb Las Ceibas, Urb Las Flores, Urb Las 3t, Urb Llanos De Isabela, Urb Manuel Corchado, Urb Medina, Urb Salvador Rios, Urb Santa Rosa, Urb Santa Teresita, Urb Sol Y Mar, Villa Acevedo, Villa Gamal, Villa Karen, Villa Lydia, Villa Mizei, Villa Pesquera, Vista Verde, Vistas Del Atlantico","PR",,,"787","18.5","-67.02","NA","US","0","0",
"00664","STANDARD","Jayuya",,"Alts De Borinquen, Alts De Jayuya, Jard De Jayuya, Urb Hayuya, Urb La Colina, Urb La Monserrate, Urb Vega Linda, Valle Verde","PR",,,"787","18.22","-66.59","NA","US","0","0",
"00667","STANDARD","Lajas",,"Bda Nicolin Perez, Bda Tomei, Est De Lajas, Est Del Parra, Ext El Valle 2, Jard De Lajas, Parq Real, Urb El Valle, Urb Linda Vista","PR",,,"787,939","18.04","-67.06","NA","US","0","0",
"00669","STANDARD","Lares",,"Haciendas De Borinquen Ii, Urb Buena Vista","PR",,,"787","18.29","-66.88","NA","US","0","0",
"00670","STANDARD","Las Marias",,"Jard De Las Marias, Urb El Bosque, Urb El Coqui, Urb Lavergne","PR",,,"787,939","18.27","-67.06","NA","US","0","0",
"00674","STANDARD","Manati",,"Alts De Manati, Bda San Jose, Brisas De Mar Chiquita, Colina Del Mar, Est De Manati, Est De Valle Verde, Est Marylin, Ext Oneill, Ext San Salvador, Hacienda Hermanas Mena, Hacienda La Monserrate, Jard De Monaco 1, Jard De Monaco 2, Jard De Monaco 3, Lomas Del Manatuabon, Parc La Luisa, Parc Marquez, Repto Garcia, Repto Geovani, Repto Marista, Repto Rosello, Urb Atenas, Urb Camino Del Sol Ii, Urb Flamboyan, Urb Las Gardenias, Urb Los Rosales, Urb Luchetti, Urb Manati Chalets, Urb Monte Verde, Urb Oneill, Urb Portofino, Urb San Salvador, Urb Santa Teresa, Valle De Tierras Nuevas, Valle Encantado, Valles De Manati, Villa Beatriz, Villa Evangelina, Villa Forestal, Villa Maria, Villa Nitza, Villas Del Manati, Villas Tesoro","PR",,,"787","18.43","-66.48","NA","US","0","0",
"00676","STANDARD","Moca",,"Hacienda La Monserrate, Parc Lomas Verdes, Parc Sabana, Res Edad Dorada, Urb Las Palmas, Urb Los Robles, Urb Moca Gdns, Villa Deloamit, Villa Mercedes, Villa Soto","PR",,,"787","18.39","-67.11","NA","US","0","0",
"00677","STANDARD","Rincon",,"Comunidad Estella, Comunidad Stella, Ext Jard De Rincon, Jard De Rincon, Urb Cerro Los Pobres, Urb Las Lomas, Urb Palma Real, Urb Sea Beach Colony, Villas De La Pradera, Vista Azul","PR",,,"787,939","18.34","-67.25","NA","US","0","0",
"00678","STANDARD","Quebradillas",,"Bo Cacao, Brisas Tropical, Parc Chivas, Parc Terranova, Parq Del Retiro, Repto Kennedy, Urb Avila, Urb Dos Ceibas, Urb El Retiro, Urb La Romana, Urb Santa Marina, Villa Norma","PR",,,"787","18.47","-66.93","NA","US","0","0",
"00680","STANDARD","Mayaguez",,"Bo Balboa, Bo Barcelona, Bo Broadway, Bo Buena Vista, Bo Cantera, Bo Carcel, Bo Colombia, Bo La Quinta, Bo Liceo, Bo Mineral, Bo Paris, Bo Rio Hondo, Bo Sabalos, Bo Salud, Bo Santurce, Ext Belmonte, Lomas Verdes, Repto Antillano, Repto Brisas De Rio Hondo, Repto Flamboyan, Repto Macias, Repto San Miguel, Urb Alemany, Urb Belmonte, Urb Ensanche Ramirez, Urb Ensanche Vivaldi, Urb Flor Del Valle, Urb La Estancia, Urb Monterey, Urb Paraiso De Mayaguez, Urb Ponce De Leon, Urb Pura Brisa, Urb Rio Cristal, Urb Santa Maria, Urb Sultana, Villa Angelica, Villa Gerena, Villa India, Villa Sultanita, Villas De Felisa, Villas Del Rio, Villas Del Sol","PR",,,"787","18.2","-67.14","NA","US","0","0",
"00681","PO BOX","Mayaguez",,,"PR",,,,"18.2","-67.14","NA","US","0","0",
"00682","STANDARD","Mayaguez",,"Alt De Algarrobo, Alt De Mayaguez, Bo Dulces Labios, Bo El Seco, Bo Mani, Bo Tras Talleres, Jard De Guanajibo, Jard Del Caribe, Mans De Espana, Parc Castillo, Parc Mani, Parc Soledad, Parq De La Ceiba, Repto Los Chevres, Repto San Francisco, Urb Bella Lomas, Urb Buenaventura, Urb Ensanche Ramirez, Urb Fraternidad, Urb Guanajibo Gdns, Urb Guanajibo Homes, Urb Hostos, Urb La Riviera, Urb Llavat, Urb Los Versalles, Urb Mayaguez Terrace, Urb Mendoza, Urb Miradero Gdns, Urb Miradero Hls, Urb Petiteville, Urb Quinto Centenario, Urb Ramirez De Arellano, Urb San Jose, Urb Santa Rosa De Lima, Urb Westernlake Vlg, Villas Del Oeste, Vista Verde","PR",,,"787","18.2","-67.14","NA","US","0","0",
"00683","STANDARD","San German",,"Ext Mans San German, Ext Parc Sabana Eneas, Ext Santa Maria, Ext Villa Interamericana, Hacienda La Monserrate, Mans De San German, Mans Reales, Parc Sabana Eneas, Paseos Del Valle, Repto Universidad, Urb Borinquen, Urb El Convento, Urb El Pedregal, Urb El Real, Urb La Nueva Salamanca, Urb La Quinta Dr Velez, Urb Las Quintas, Urb Los Sauces, Urb Montebello, Urb Porta Coeli, Urb Retiro, Urb Riverside, Urb Santa Maria, Valle Verde, Villa Auxerre, Villa Interamericana","PR",,,"787","18.08","-67.04","NA","US","0","0",
"00685","STANDARD","San Sebastian",,"Bda Chinto Rodon, Bda Estalingrado, Bda Paralelo 38, Bda Pueblo Nuevo, Bda Tablastilla, Colinas Verdes, Comunidad Gonzalez, Ext Villa Rita, Jard Guatemala, Repto Pin Mendez, Urb Chinto Rodon, Urb El Culebrina, Urb El Guayabal, Urb La Estancia, Urb Los Alamos, Urb Olivencia, Urb Pedro T Labayen, Urb Pepino, Urb Venturini, Valle Verde, Villa Rita, Villas De Piedra Blanca","PR",,,"787","18.33","-66.99","NA","US","0","0",
"00687","STANDARD","Morovis",,"Brisas Del Norte, Brisas Del Rio, Comunidad Juan Otero, Ext Torrecillas, Jard De Montellano, Jard De Romany, Jard De Russe, Parc Barahona, Parc Torrecillas, Praderas De Morovis Sur, Qtas De Morovis, Repto Los Torres, Sect Berio, Sect La Alianza, Sect Marrero, Sect Pabon, Urb Cruz Rosario, Urb Las Cumbres, Urb Rose Valley, Urb Russe, Valle Barahona, Valles De San Luis, Villa Roca, Villas Del Norte, Vista Verde","PR",,,"787","18.32","-66.4","NA","US","0","0",
"00688","STANDARD","Sabana Hoyos",,"Est De Sabana","PR",,,"787","18.38","-66.62","NA","US","0","0",
"00690","STANDARD","San Antonio",,"Brisas De Campo Alegre, Hacienda Asturias, Parq Ind San Antonio, Paseos Reales, Urb Nuevo San Antonio, Urb San Antonio","PR",,,,"18.49","-67.09","NA","US","0","0",
"00692","STANDARD","Vega Alta",,"Alts De Cerro Gordo 1&2, Alts De Cerro Gordo 3&4, Bda Corea, Bo Brenas, Comunidad Manantial, Est Cerro Gordo, Est Del Valle, Est San Nicolas, Ext La Esperanza, Ext La Inmaculada, Ext Sanchez, Ext Santa Ana, Ext Santa Maria, Ext Santa Rita, Hacienda El Molino, Parc Carmen, Parc Ponderosa, Urb Cerro Gordo Hls, Urb Cielo Dorado, Urb Golden Vlg, Urb Grand Palm Ii, Urb Isomar, Urb La Esperanza, Urb La Inmaculada, Urb Las Colinas, Urb Las Palmas Cerro Gordo, Urb Santa Ana, Urb Santa Rita, Urb Treasure Pt, Urb Velomas, Villa Linares, Vistas De La Vega","PR",,,"787","18.41","-66.32","NA","US","0","0",
"00693","STANDARD","Vega Baja",,"Alt De Vega Baja, Bda Collazo, Bda Sandin, Bo Algarrobo, Bo Carmelita, Bo La Trocha, Bo Las Granjas, Bo Ojo De Agua, Bo Pueblo Nuevo, Bo Yeguada, Brisas De Tortuguero, Brisas Del Mar, Ciudad Real, Colinas Del Marquez, Comunidad Bethel, Est De Tortuguero, Ext Ocean Front, Hacienda La Arboleda, Haciendas De Monteverde, Jard De Vega Baja, Parc Amadeo, Repto Sobrino, Sect Arenales, Sect Brisas Del Rosario, Sect El Lido, Sect Lomba, Sect Miraflores, Urb Brasilia, Urb Cabo Caribe, Urb Camino Del Sol, Urb Ciara Del Sol, Urb El Rosario, Urb El Verde, Urb Guarico, Urb La Cruv, Urb Las Delicias, Urb Las Flores, Urb Los Almendros, Urb Los Hucares, Urb Monte Carlo, Urb Ocean Front, Urb San Agustin, Urb San Demetrio, Urb San Vicente, Urb Vega Baja Lakes, Urb Vega Serena, Villa Del Rosario, Villa Los Pescadores, Villa Pinares, Villa Real, Villa Rosa 2, Villas De La Playa, Vista Verde","PR",,,"787","18.44","-66.39","NA","US","0","0",
"00694","PO BOX","Vega Baja",,,"PR",,,,"18.44","-66.39","NA","US","0","0",
"00698","STANDARD","Yauco",,"Alts De Yauco, Alts Del Cafetal, Bda Galarza, Bda Las Delicias, Bda Lluberas, Bo Alto De Cuba, Bo Palomas, Colinas De Yauco, Est De Yauco, Est De Yodimar, Ext Alts De Yauco, Ext Alts De Yauco Ii, Haciendas Florida, Jard De Borinquen, Jard De Montblanc, Jard M Blanco, Qtas De Valle Verde, Repto Esperanza, Res Barinas, Sect La Vega, Sect Las Pelas, Sect Pueblo Nuevo, Urb Barinas, Urb Buena Vista, Urb Costa Sur, Urb El Rocio, Urb El Rosario, Urb Hill View, Urb La Quinta, Urb Los Angeles, Urb Los Pinos, Urb Luchetti, Urb Mifedo, Urb Monteverde, Urb Roosevelt, Urb San Francisco, Urb Turnkey, Villa Milagros, Villa Olimpia, Villas Del Cafetal, Villas Del Cafetal Ii, Vista Real, Vistas De Monte Sol, Vistas Del Palmar","PR",,,"787","18.03","-66.86","NA","US","0","0",
"00703","STANDARD","Aguas Buenas",,"Est Del Rio, Mans De Aguas Buenas, Urb San Antonio","PR",,,"787","18.25","-66.1","NA","US","0","0",
"00704","STANDARD","Aguirre",,"Parc Parque, Paseo Costa Del Sur, Sect Lanausse, Urb Eugene Rice, Urb Gonzalez, Urb La Fabrica, Urb Monte Soria 2, Villas Del Coqui, Est De Trinitaria, Ext El Coqui, Parc Cabasa","PR",,,,"17.96","-66.22","NA","US","0","0",
"00705","STANDARD","Aibonito",,"Bda San Luis, Bo Llanos, Brisas De Aibonito, Colinas De San Francisco, Est Del Llano, Ext Bella Vista, Ext San Luis, Ext Villa Rosales, Repto Robles, Urb Bella Vista, Urb Buena Vista, Urb Golden Vlg Iv, Urb La Providencia, Villa De La Rosa, Villa Rosales, Villas Del Coqui","PR",,,"787","18.14","-66.26","NA","US","0","0",
"00707","STANDARD","Maunabo",,"Brisas De Emajaguas, Jard Los Almendros, Urb San Pedro, Villa Alegre, Villas De Maunabo","PR",,,"787,939","18","-65.9","NA","US","0","0",
"00714","STANDARD","Arroyo",,"Ext Jard De Arroyo, Jard De Arroyo, Jard De Lafayette, Parq De Guasimas, Qtas De Guasima, Repto Bello Mar, Urb Arroyo Del Mar, Urb Belinda, Urb Las 500, Urb Miramar 1, Urb Palmar 2, Urb San Antonio, Villas De Lafayette","PR",,,"787,939","17.97","-66.06","NA","US","0","0",
"00715","STANDARD","Mercedita","Ponce","Bo Calzada, Bo La Cuarta, Brisas De Maravilla, Central Mercedita","PR",,,"787","18","-66.56","NA","US","0","0",
"00716","STANDARD","Ponce","Mercedita","Bo Bucana, Bo Campo Alegre, Bo Sabanetas, Bo Tenerias, Comunidad Tabaiba, Est Del Carmen, Ext Alhambra, Ext Alta Vista, Ext Villa Del Carmen, Jard Alhambra, Jard Fagot, Parc Amalia Marin, Parc Sabanetas, Parq Del Rio, Repto Anaida, Repto Sabanetas, Sect Los Potes, Sect Playita, Sect Salistral, Urb Alhambra, Urb Alhambra Ct, Urb Alta Vista, Urb Anaida, Urb Bella Vista, Urb Camino Del Sur, Urb Costa Caribe, Urb Costa Sabana, Urb El Monte, Urb Flamboyanes, Urb Las Monjitas, Urb Lirios Del Sur, Urb Los Almendros, Urb Los Caobos, Urb Sagrado Corazon, Urb San Tomas, Urb Santa Clara, Valle Real, Valle Verde, Villa De Juan, Villa Del Carmen, Villa Del Sagrado Corazon, Villa Esperanza, Villa Flores, Villa Pampanos, Villa Tabaiba, Vista Point, Vistas Del Mar","PR",,,"787","17.98","-66.6","NA","US","0","0",
"00717","STANDARD","Ponce",,"Bda Belgica, Bda Mariani, Bda Salazar, Bda Santa Rosa, Bo Caracoles, Bo Cuatro Calles, Bo San Anton, Ext Salazar, Repto Universitario, Urb Buena Vista, Urb Constancia, Urb Constancia Gdns, Urb El Bosque, Urb Los Maestros, Urb Mariani, Urb Mercedita, Urb Patio Laboy, Urb Perla Del Sur, Urb San Antonio, Urb San Jorge, Urb Santa Maria, Urb Starlight, Villa Grillasca, Vista Alegre","PR",,,,"17.98","-66.6","NA","US","0","0",
"00718","STANDARD","Naguabo",,"Brisas De Naguabo, Hacienda Grande, Jard De Esperanza, Jard De La Via, Jard Del Este, Mans Playa Hucares, Repto Santiago, Urb Casabella, Urb City Palace, Urb Diplo, Urb Juan Mendoza, Urb Promised Land, Urb Ramon Rivero, Urb Santo Tomas, Villa Del Rosario","PR",,,"787","18.21","-65.73","NA","US","0","0",
"00719","STANDARD","Naranjito",,"Jard De Naranjito","PR",,,"787","18.3","-66.24","NA","US","0","0",
"00720","STANDARD","Orocovis",,"Alt De Orocovis, Urb Santa Teresita, Villas De Orocovix I, Villas De Orocovix Ii","PR",,,"787,939","18.22","-66.39","NA","US","0","0",
"00721","PO BOX","Palmer","Rio Grande",,"PR",,,,"18.37","-65.77","NA","US","0","0",
"00723","STANDARD","Patillas",,"Jard De Mamey, Jard De Patillas, Parq Del Sol, Portales De Jacaboa, Urb El Paraiso, Urb Mariani, Urb San Benito, Urb San Jose, Urb San Martin, Valle Alto, Valle De La Providencia, Villas De Patillas","PR","Patillas","America/Puerto_Rico",,"18","-66.01","NA","US","0","0",
"00725","STANDARD","Caguas",,"Alt De Caguas, Alt Del Turabo, Bda Morales, Bosques De La Sierra, Brisas Del Parque I, Brisas Del Parque Ii, Est El Verde, Ext Caguax, Ext El Verde, Ext La Granja, Ext Villa Blanca, Hacienda Borinquen, Jard Pla, Lomas De La Serrania, Parq Las Mercedes, Paseo Del Rio, Qtas De San Luis 1, Qtas De San Luis 2, Qtas De Villa Blanca, Repto Caguax, Repto Solano, Res Bairoa, Terr De Borinquen, Urb Balcones Las Catalinas, Urb Batista, Urb Billy Suarez, Urb Bonneville Gdns, Urb Bonneville Terr, Urb Borinquen Valley, Urb Brooklyn, Urb Bunker, Urb Caguas Milenio, Urb Caguas Norte, Urb Caribe Gdns, Urb Condado Moderno, Urb Condado Viejo, Urb El Retiro, Urb El Rincon De La Serrania, Urb El Verde, Urb Grillo, Urb Jose Delgado, Urb Jose Mercado, Urb La Granja, Urb La Meseta, Urb Machin, Urb Mariolga, Urb Monticielo, Urb Myrlena, Urb Nazario, Urb Notre Dame, Urb Paradise, Urb San Alfonso, Urb San Antonio, Urb San Marcos, Urb San Pedro Est, Urb San Rafael, Urb Santa Cecilia, Urb Santa Elvira, Urb Santa Juana, Urb Santa Juana 2, Urb Santa Juana 3, Urb Santa Juana 4, Urb Santa Rosa, Urb Santo Domingo, Urb Verde Sur, Valle De San Luis, Valles Del Lago, Villa Blanca, Villa Borinquen, Villa Carmen, Villa De Castro, Villa Del Rey 1, Villa Del Rey 2, Villa Guadalupe, Villa Las Mercedes, Villa Los Criollos, Villa Maria, Villa Turabo, Villa Victoria, Villas De Rio Verde, Villas Del Rio Verde","PR",,,"787","18.23","-66.03","NA","US","0","0",
"00726","PO BOX","Caguas",,,"PR",,,,"18.23","-66.03","NA","US","0","0",
"00727","STANDARD","Caguas",,"Alt De La Fuente, Alt Villa Del Rey, Bosque Verde, Chalets De Bairoa, Ciudad Jardin De Bairoa, Est De Bairoa, Est Degetau, Est Del Turabo, Hacienda San Jose, Jard De Caguas, Mans De Ciudad Jardin Bairoa, Mans El Paraiso, Parq Del Monte, Parq Del Monte 2, Parq Del Rio, Parq Las Haciendas, Repto San Jose, Sect Altos De La Fuente, Urb Altomonte, Urb Altos De La Fuente, Urb Arbolada, Urb Bairoa Golden Gate Ii, Urb Bairoa Golden Gates, Urb Bairoa Park, Urb Bonneville Hts, Urb Bonneville Manor, Urb Bonneville Vly, Urb Diamond Vlg, Urb El Valle, Urb Idamaris Gdns, Urb Islabella, Urb La Reserva, Urb Las Nubes, Urb Mirador De Bairoa, Urb Palmas Del Turabo, Urb Terralinda, Urb Turabo Gdns, Valle Tolima, Valle Verde, Villa Caliz, Villa Del Rey 3, Villa Del Rey 4, Villa Del Rey 5, Villa Esperanza, Villa Hermosa, Villa Nueva","PR",,,"787","18.23","-66.03","NA","US","0","0",
"00728","STANDARD","Ponce",,"Bda Baldorioty, Bo Magueyes, Bosque Senorial, Brisas Del Mar, Comunidad Punta Diamante, Ext Jard Del Caribe, Ext Las Delicias 2, Ext Punto Oro, Ext Villa Paraiso, Hacienda La Matilde, Hacienda Las Lomas, Jard Del Caribe, Jard Del Caribe 5, Parc El Tuque, Parc Magueyes, Parc Nueva Vida, Parc Nuevas Magueyes, Parc Quebrada Limon, Qtas Del Sur, Res Canas Housing, Res Perla Del Bucana, Sect La Cotorra, Sect Las Batatas, Sect Las Cucharas, Sect Playita, Urb Baldorioty, Urb Baramaya, Urb Bello Horizonte, Urb Canas, Urb Casa Mia, Urb La Providencia, Urb Las Delicias, Urb Las Margaritas, Urb Morell Campos, Urb Punto Oro, Urb Rio Canas, Urb San Antonio, Urb San Jose, Valle Altamira, Valle De Andalucia, Valle Del Rey, Villa Delicias, Villa Paraiso, Villa Rio Canas","PR",,,,"17.98","-66.6","NA","US","0","0",
"00729","STANDARD","Canovanas",,"Brisas De Canovanas, Brisas De Loiza, Ciudad Jardin De Canovanas, Est Del Rio, Ext Villas De Loiza, Haciendas De Canovanas, Jard De Canovanas, Jard De Palmarejo, Parc Central, Parc Monteverde, Parc San Isidro, Parc Villa Delicias, Qtas De Canovanas, Qtas Jard De Parmarejo, Urb Country View, Urb Del Pilar, Urb Las Haciendas Canovanas, Urb Las Vegas, Urb Loiza Valley, Urb Los Eucaliptos, Urb Pueblo Indio, Urb River Gdns, Urb River Plantation, Urb River Valley, Urb River Valley Pk, Urb Town Pk, Urb Usubal, Villas De Loiza, Villas Del Este, Villas Doradas","PR","CanÃ³vanas","America/Puerto_Rico","787","18.37","-65.9","NA","US","0","0",
"00730","STANDARD","Ponce",,"Alt Del Madrigal, Bda Borinquen, Bda Clausells, Bda Ferran, Bda Tamarindo, Bo La Ponderosa, Bo Magueyes, Bo Pueblito Nuevo, Bo Tamarindo, Comunidad Playita Ferry, Est Del Golf Club, Ext El Madrigal, Ext La Guadalupe, Ext Qtas De Monserrate, Ext Santa Teresita, Ext Valle Alto, Jard De Ponce, Lomas De Country Club, Qtas De Monserrate, Sect Clausell, Sect La Ponderosa, Sect Las Canitas, Sect Playita, Urb El Madrigal, Urb Ferry Barranca, Urb Glenview Gdns, Urb Jacaranda, Urb Jaime L Drew, Urb La Guadalupe, Urb La Lula, Urb La Rambla, Urb Las Monjitas, Urb Morell Campos, Urb Nuevo Mameyes, Urb Santa Teresita, Urb Tibes, Valle Alto, Villa Dos Rios","PR",,,"787","17.98","-66.6","NA","US","0","0",
"00731","STANDARD","Ponce",,"Urb Riberas De Bucana, Urb Terra Senorial","PR",,,"787","17.98","-66.6","NA","US","0","0",
"00732","PO BOX","Ponce",,,"PR",,,,"17.98","-66.6","NA","US","0","0",
"00733","PO BOX","Ponce",,,"PR",,,,"17.98","-66.6","NA","US","0","0",
"00734","PO BOX","Ponce",,,"PR",,,,"17.98","-66.6","NA","US","0","0",
"00735","STANDARD","Ceiba","Roosevelt Rds, Roosevelt Roads","Brisas De Ceiba, Ext Villa Del Pilar, Jard Avila, Jard De Ceiba, Jard De Ceiba Ii, Parc Calderonas, Parc Calderonas Nuevas, Paseo De La Costa, Paseos De Ceiba, Res La Ceiba, Urb Celina, Urb Roosevelt Gdns, Urb Santa Maria, Urb Vegas De Ceiba, Villa Del Pilar, Villa Flores","PR",,,"787","18.26","-65.64","NA","US","0","0",
"00736","STANDARD","Cayey",,"Bda Buena Vista, Bda Cantera, Bda Nueva, Bda Polvorin, Bda Vieques, Bo Beatriz, Bo Carite, Bo Cedro, Bo Farallon, Bo Guavate, Bo Las Parras, Bo Mogote, Bo Montellano, Bo Vegas, Chalets Las Muesas, Colinas De Cayey, Comunidad San Tomas, Est De Las Brumas, Est De Monte Rio, Hacienda Vistas Del Plata, Jard De Cayey, Jard Del Caribe, Mans De Los Cedros, Mans Monte Verde, Parc El Polvorin, Paseo De Las Brumas, Repto Ana Luisa, Repto Montellano, Sect Sanchez, Urb Aponte, Urb Bosch, Urb Carrasquillo, Urb El Remanso, Urb El Rocio, Urb El Torito, Urb Fullana, Urb La Planicie, Urb La Plata, Urb Las Muesas, Urb Minima, Urb Mirador Echevarri, Urb Mirador Universitario, Urb San Cristobal, Urb San Martin, Valle Alto, Villa Verde","PR",,,"787","18.11","-66.16","NA","US","0","0",
"00737","PO BOX","Cayey",,,"PR",,,,"18.11","-66.16","NA","US","0","0",
"00738","STANDARD","Fajardo",,"Alts De Monte Brisas, Alts De San Pedro, Bda Obrera, Bda Roosevelt, Bo Jerusalem, Bo Proyecto Fema, Bo Proyecto Veve Calzada 3, Bo Vega Baja, Ext Melendez, Ext Veve Calzada, Jard De Monte Brisas, La Costa Apts, Mans Punta Del Este, Qtas De Fajardo, Terr Demajagua, Terr Demajagua 2, Urb Alhambra, Urb Altamira, Urb Baralt, Urb Batey, Urb Fajardo Gdns, Urb Garcia Ponce, Urb La Costa Gdns Homes, Urb Marines, Urb Melendez, Urb Monte Brisas 2, Urb Monte Brisas 3, Urb Monte Brisas 5, Urb Monte Vista, Urb Montemar, Urb Naranjo Valley, Urb Puertas Del Sol, Urb Rafael Bermudez, Urb San Pedro, Urb Santa Isidra 1, Urb Santa Isidra 2, Urb Santa Isidra 3, Urb Santa Isidra 4, Urb Veve Calzada, Urb Viera, Valle Verde, Villa Clarita, Villa Marina, Vistas Del Convento, Vistas Del Mar","PR",,,"787","18.33","-65.65","NA","US","0","0",
"00739","STANDARD","Cidra",,"Bosque Real, Ciudad Primavera, Est Del Bosque, Hacienda Primavera, Jard De Rabanal, Jard Treasure Island, Parc Gandara, Parc Gandara Ii, Sect Campobello, Sect Lozada, Urb Campo Bello, Urb Campo Lago, Urb Campo Primavera, Urb Domingo Alejandro, Urb Domingo Rodriguez, Urb Ferrer, Urb Freire, Urb Sabanera, Urb Treasure Vly, Villa Del Carmen, Vista Monte","PR",,,"787","18.17","-66.15","NA","US","0","0",
"00740","STANDARD","Puerto Real",,"Valle Puerto Real","PR",,,,"18.33","-65.63","NA","US","0","0",
"00741","STANDARD","Punta Santiago","Punta Stgo","Urb Verdemar, Villa Palmira","PR",,,,"18.15","-65.76","NA","US","0","0",
"00742","PO BOX","Roosevelt Roads","Ceiba, Roosevelt Rds",,"PR",,,,"18.27","-65.65","NA","US","0","0","no NWS data, "
"00744","PO BOX","Rio Blanco",,,"PR",,,,"18.22","-65.79","NA","US","0","0",
"00745","STANDARD","Rio Grande",,"Alt Rio Grande, Bda Shangai, Hacienda Las Garzas, Jard Rio Grande, Parc La Dolores, Repto Costa Del Sol, Trump Founders Rsdncs, Urb Cambalache I, Urb Cambalache Ii, Urb Coco Beach, Urb Galateo, Urb Jose H Ramirez, Urb Jose Ph Hernandez, Urb Los Arboles, Urb Los Maestros, Urb Pedregales, Urb Ponderosa, Urb Rio Grande Est, Urb Rio Grande Hls, Urb Sra Del Carmen, Villa Realidad, Villa Vizcay, Villas De Rio Grande, Vistas De Rio Grande I, Vistas De Rio Grande Ii, Vistas Del Mar","PR",,,"787","18.38","-65.83","NA","US","0","0",
"00751","STANDARD","Salinas",,"Bo Coco Nuevo, Bo Coco Viejo, Bo Playita, Bo Santa Ana I, Bo Santa Ana Iii, Brisas De Evelymar, Est De Evelymar, Ext Carmen, Ext Monserrate, Jard De Salinas, Sect Campito, Urb Corales Del Mar, Urb La Arboleda, Urb La Carmen, Urb Las Antillas, Urb Las Mercedes, Urb Monserrate, Urb Salimar, Villa Cofresi, Villa Natalia","PR",,,"787","17.97","-66.29","NA","US","0","0",
"00754","STANDARD","San Lorenzo",,"Alt De San Lorenzo, Bda Roosevelt, Bosque Llano, Ciudad Masso, Ext Alt De San Lorenzo, Ext Bda Roosevelt, Ext Jard De San Lorenzo, Ext Tamarindo, Hacienda Florida, Jard De Cerro Gordo, Jard De San Lorenzo, Paseo De Las Flores, Paseo De San Lorenzo, Urb Los Caminos, Urb Los Flamboyanes, Urb Masso, Urb Monte Rey, Urb Munoz Marin, Urb Portal Del Sol, Urb San Lorenzo Valley, Urb Santa Clara, Urb Savannah Real, Urb Tamarindo 1, Villas Del Hato, Vistas De San Lorenzo","PR",,,"787","18.19","-65.96","NA","US","0","0",
